,discipline,department,course_code,level,course_title,description,description_length,complexity,num_questions,num_pronouns,student_references,informality,enrollment,logistics,crosslisted,DIAP,WRIT,FYS,SOPH,notes
59,stem,CSCI,CSCI 1370,1,Virtual Reality Design for Science,"Explores the visual and human-computer interaction design process for scientific applications in Brown's immersive virtual reality Cave. Joint with RISD. Computer Science and design students learn how to work together effectively; study the process of design; learn about scientific problems; create designs applications; critique, evaluate, realize and iterate designs; and demonstrate final projects. ",53,19.67,0,0,1,0.018867924528301886,11,Instructor permission required.,,,0,,,
60,stem,CSCI,CSCI 1410,1,Artificial Intelligence,"Practical approaches to designing intelligent systems. Topics include search and optimization, uncertainty, learning, and decision making. Application areas include natural language processing, machine vision, machine learning, and robotics. ",28,-5.65,0,0,0,0.0,139,"Prerequisites: CSCI 0160, CSCI 0180 or CSCI 0190; and one of CSCI0220 or CSCI1450 or APMA1650 or APMA1655.",,,0,,,
61,stem,CSCI,CSCI 1450,1,Probability for Computing and Data Analysis,"Probability and statistics have become indispensable tools in computer science. Probabilistic methods and statistical reasoning play major roles in machine learning, cryptography, network security, communication protocols, web search engines, robotics, program verification, and more. This course introduces the basic concepts of probability and statistics, focusing on topics that are most useful in computer science applications. Topics include: modeling and solution in sample space, random variables, simple random processes and their probability distributions, Markov processes, limit theorems, and basic elements of Bayesian and frequentist statistical inference. ",85,-0.91,0,0,0,0.0,38,Basic programming experience required for homework assignments. Students cannot get concentration credit for both CSCI1450 and APMA1650/APMA1655,,,0,,,
62,stem,CSCI,CSCI 1470,1,Deep Learning,"Deep learning is the name for a particular version of neural networks--a version that emphasizes multiple layers of networks. Deep leaning, plus the specialized techniques that it has inspired (e.g. convolutional features and word embeddings) have lead to rapid improvements in many applications such as computer vision, machine translation, and computer Go. This course intends to give students a practical understanding of deep learning as applied in these and other areas. It also teaches the Tensorflow programming language for the expression of deep leaning algorithms. (The primary API for Tensorflow is from Python.)",93,39.37,0,0,1,0.010752688172043012,287,,CSCI 2470,,0,,,
63,stem,CSCI,CSCI 1570,1,Design and Analysis of Algorithms,"A single algorithmic improvement can have a greater impact on our ability to solve a problem than ten years of incremental improvements in CPU speed. We study techniques for designing and analyzing algorithms. Typical problem areas addressed include hashing, searching, dynamic programming, graph algorithms, network flow, and optimization algorithms including linear programming. ",52,28.54,0,1,0,0.019230769230769232,85,"Prerequisites: CSCI 0160, CSCI 0180, or CSCI 0190, and one of CSCI 0220, CSCI 1010, CSCI 1450, MATH 0750, MATH 1010, MATH 1530.",,,0,,,
64,stem,CSCI,CSCI 1600,1,Real-Time and Embedded Software,"Comprehensive introduction to the design and implementation of software for programmable embedded computing systems, those enclosed in devices such as cellular phones, game consoles, and car engines. Includes the overall embedded real-time software design and development processes, as well as aspects of embedded hardware and real-time, small-footprint operating systems. Major project component. ",52,20.08,0,0,0,0.0,13,Prerequisites: CSCI 0320 or 0330.,,,0,,,
65,stem,CSCI,CSCI 1650,1,Software Security and Exploitation,"Covers software exploitation techniques and state-of-the-art mechanisms for protecting (vulnerable) software. It begins with a summary of prevalent software defects, typically found in applications written in memory unsafe languages, like C/C++, and proceeds with studying traditional and modern exploitation techniques, ranging from classical code-injection and code-reuse up to the newest goodies (just-in-time code reuse). For the most part, it focuses on defenses against certain vulnerability classes and exploitation methods. Students will learn about the boundaries and effectiveness of virtualization, stack and heap protections, and address space randomization, and analyze advanced exploitation techniques and countermeasures.",94,22.24,0,0,0,0.0,98,,,,0,,,
66,stem,CSCI,CSCI 1680,1,Computer Networks,"Covers the technologies supporting the Internet, from Ethernet and WiFi through the routing protocols that govern the flow of traffic and the web technologies that are generating most of it. A major concern is understanding the protocols used on the Internet: what the issues are, how they work, their shortcomings, and what improvements are on the horizon. ",57,42.55,0,0,0,0.0,30,Prerequisite: CSCI 0330 or consent of instructor.,,,0,,,
67,stem,CSCI,CSCI 1730,1,Design and Implementation of Programming Languages,"Explores the principles of modern programming languages by implementation. Examines linguistic features, especially control operators such as first-class functions, exceptions, and continuations. Studies data and their types, including polymorphism, type inference, and type soundness. Examines compiler and run-time system topics: continuation-passing style and garbage collection. ",45,9.25,0,0,0,0.0,68,"Prerequisite: CSCI 0160, CSCI 0180 or CSCI 0190. Preferred: CSCI 0220, either CSCI 0320 or CSCI 0330, and CSCI 0510.",,,0,,,
68,stem,CSCI,CSCI 1805,1,"Computers, Freedom and Privacy","Who is the Big Brother that we most fear? Is it the NSA -- or is it Google and Facebook? Rapidly changing social mores and the growing problem of cybersecurity have all contributed to a sense that privacy is dead. Laws protecting privacy and civil liberties are stuck in the analog age, while the capabilities for mass digital surveillance continue to advance rapidly. This course will examine a variety of informational privacy and technology issues. A major theme: the historical and contemporary struggle to bring surveillance under democratic control to protect against abuses of privacy, civil liberties and human rights.",100,46.27,2,1,0,0.03,51,,,,0,,,Not open to freshman and sophomores
69,stem,CSCI,CSCI 1810,1,Computational Molecular Biology,"High-throughput experimental approaches now allow molecular biologists to make large-scale measurements of DNA, RNA, and protein, the three fundamental molecules of the cell. The resulting datasets are often too large for manual analysis and demand computational techniques. This course introduces algorithms for sequence comparison and alignment; molecular evolution and phylogenetics; DNA/RNA sequencing and assembly; recognition of genes and regulatory elements; and RNA and protein structure. The course demonstrates how to model biological problems in terms of computer science.",78,17.84,0,0,0,0.0,40,,,,0,,,
70,stem,CSCI,CSCI 1870,1,Cybersecurity Ethics,"This timely, topical course offers a comprehensive examination of ethical questions in cybersecurity. These issues pervade numerous, diverse aspects of the economy and society in the Information Age, from human rights to international trade. Students will learn about these topics, beginning first with acquaintance with the dominant ethical frameworks of the 20th and 21st centuries, then employing these frameworks to understand, analyze, and develop solutions for leading ethical problems in cybersecurity. The things that you learn in this course will stay with you and inform your personal and professional lives.",90,31.72,0,5,0,0.05555555555555555,39,,,,0,,,
